10000000442201003,-155364.72,0.0
10000000442201004,-601751.95,0.0
10000000442201005,0.0,
10100124484200801,-361554.34,
10100124484200802,-415753.27,
10100124484200803,-352699.42,
10100124484200804,-391039.5,
10100124484200805,-300682.11,
10100124484200806,-312344.11,
10100124484200810,-11662.0,
10100124484200811,0.0,
10100124487201008,100.0,
10100124490200806,-2742.06,
10100124490200807,1.94,
10100124490200904,0.0,
10100124490200905,1.94,1.94
10100124490200906,1.94,
10100124490200907,1.94,
10100124490200908,1.94,
10100124490200909,0.0,
10100124490200910,1.94,
10100124490200911,0.0,1.94
10100124490200912,0.0,80729.27
10100124490201001,9918.69,
10100124490201002,-59819.62,-53453.42
10100124490201003,-7768.98,0.04
10100124490201004,0.37,
10100124490201005,-72617.96,
10100124490201006,-513.2,
10100124490201007,-81209.31,
10100124490201008,-89963.75,0.0
10100124490201009,-1721.42,
10100124490201010,0.0,
10100124490201011,0.0,
10100124490201012,0.0,
10100124490201101,0.39,
10100124490201102,-83169.65,9830.35
10100124490201103,0.0,
10100124490201104,-976.79,
10100124490201105,0.0,
10100124490201106,-614.3,0.0
10100124490201107,0.0,
10100124490201108,0.0,
10100124490201109,0.0,
10100124490201110,-91518.0,
10100124628200906,-19905.3,
10100124628200907,0.0,
10100124628200908,-46669.26,
10100124628200909,-47944.76,
10100124628200910,-65873.6,
10100124628200911,-105861.57,
10100124628200912,2200.67,
10100124628201005,-23416.55,
10100124628201006,-89000.37,
10100124628201007,-134607.88,
10100124628201008,-163732.95,
10100124628201009,-169717.95,
10100124628201010,0.05,
10100124628201011,-146431.27,-129955.95
10100124628201012,5.33,
10100124628201101,-31901.84,
10100124628201102,-9263.84,
10100124628201103,0.58,
10100124628201110,-55724.47,0.53
10100124628201111,0.53,
10100124659200804,-3168.48,
10100124659200805,-14089.78,0.04
10100124659200806,-6418.2,0.8
10100124659200807,-7518.37,1.63
10100124659200808,0.63,
10100124659200809,2.23,
10100124659200810,-25673.82,
10100124659200811,0.01,
